"title","seq","qid","qurl","qlabel","qcountry","qdescr"
"Programa Especial","0","Q18465714","http://www.wikidata.org/entity/Q18465714","Programa Especial","Q155",""
"Programa Especial","1","Q1261214","http://www.wikidata.org/entity/Q1261214","television special","","type of television program"
"Programa Especial de Bolsas de Estudo","","","","","",""
"Programa Especial de Educação","","","","","",""
"Programa Estadual de Cidades de Porte Médio","","","","","",""
"Programa Estadual de Desestatização","0","Q10354304","http://www.wikidata.org/entity/Q10354304","Programa Estadual de Desestatização","Q155",""
"Programa Estadual de Desestatização e Parcerias","","","","","",""
"Programa Estadual de Fruticultura","","","","","",""
"Programa Estadual de Transportes","0","Q10354306","http://www.wikidata.org/entity/Q10354306","Programa Estadual de Transportes","Q155",""
"Programa Estratégico","0","Q86735425","http://www.wikidata.org/entity/Q86735425","Programa Estratégico de Desenvolvimento","",""
"Programa Estratégico de Desenvolvimento","0","Q86735425","http://www.wikidata.org/entity/Q86735425","Programa Estratégico de Desenvolvimento","",""
"PROGRAMA ESTRATÉGICO DE DESENVOLVIMENTO","0","Q86735425","http://www.wikidata.org/entity/Q86735425","Programa Estratégico de Desenvolvimento","",""
"Programa Governo","","","","","",""
"Programa Mais Saúde","","","","","",""
"Programa Megacidades da Organização das Nações Unidas","","","","","",""
"Programa Mínimo de União Nacional","","","","","",""
"Programa Nacional de Álcool","","","","","",""
"PROGRAMA NACIONAL DE ALFABETIZAÇÃO","","","","","",""
"Programa Nacional de Alimentação e Nutrição","","","","","",""
"Programa Nacional de Alimentação Escolar","0","Q25418781","http://www.wikidata.org/entity/Q25418781","Programa Nacional de Alimentação Escolar","Q155",""
"Programa Nacional de Apoio ao Transporte do Escolar","","","","","",""
"Programa Nacional de Biomassas","","","","","",""
"Programa Nacional de Centros Sociais Urbanos","","","","","",""
"Programa Nacional de Combate","","","","","",""
"Programa Nacional de Desestatização","","","","","",""
"Programa Nacional de Direitos Humanos","0","Q10354329","http://www.wikidata.org/entity/Q10354329","Programa Nacional de Direitos Humanos","Q155",""
"Programa Nacional de Proteção do Conhecimento Sensível","","","","","",""
"Programa Nacional de Saúde do Trabalhador","","","","","",""
"Programa Nacional de Substâncias Químicas","","","","","",""
"Programa Nacional do Gás","","","","","",""
"Programa Nacional do Voluntariado","","","","","",""
"Programa Novos Pólos de Exportação","","","","","",""
"Programa Nuclear Autônomo","","","","","",""
"Programa para o contragolpe","","","","","",""
"Programa Partidário","","","","","",""
"Programa Piloto","0","Q45177","http://www.wikidata.org/entity/Q45177","Visa Waiver Program","Q30","program allowing 90-day visa free travel to the United States for citizens of some countries"
"Programa Piloto de Proteção às Florestas Tropicais do Brasil","","","","","",""
"Programa Prioritário de Termelétricas","","","","","",""
"Programa Prioritário de Termoelétricas","","","","","",""
"Programa siderúrgico nacional","","","","","",""
"Programa Universidade","0","Q10354358","http://www.wikidata.org/entity/Q10354358","Programa Universidade para Todos","Q155","Scholarship grants given by the Brazilian government based on ENEM score"
"Programas de Desenvolvimento","","","","","",""
"Programas de Modernização Administrativa","","","","","",""
"Programas Especiais de Exportação","","","","","",""
"Projeto de Lei","0","Q686822","http://www.wikidata.org/entity/Q686822","bill","","fully formulated legal act, which is presented to the legislative bodies for consideration and vote"
"Projeto de Lei","1","Q63412799","http://www.wikidata.org/entity/Q63412799","2019 Hong Kong extradition bill","Q148","2019 proposed bill by Hong Kong's government"
"Projeto de Lei","2","Q532335","http://www.wikidata.org/entity/Q532335","Indiana Pi Bill","","Infamous 1897 bill in the Indiana legislature that purported to set the value of π"
"Projeto de Lei Complementar","0","Q106377135","http://www.wikidata.org/entity/Q106377135","propposed additional law","","in Brazilian law, a proposal to greate a new additional law"
"Projeto de Lei Constitucional","","","","","",""
"Projeto de Lei da Parceria Público-Privada","","","","","",""
"Projeto de Lei da Reforma da Propaganda","","","","","",""
"Projeto de Lei das Agências Reguladoras","","","","","",""
"Projeto de Lei do Executivo","","","","","",""
"Projeto de Lei do Senado","","","","","",""
"Projeto de Lei Para Informações Detidas pela Administração Pública","","","","","",""
"Projeto de Lei Política Nacional dos Resíduos","","","","","",""
"Projeto de Lei sobre as Sociedades Indígenas","","","","","",""
"Projeto de Lei sobre Desportos","","","","","",""
"Projeto de Resolução","0","Q106377258","http://www.wikidata.org/entity/Q106377258","Projeto de Resolução","","proposal to regulate topics that pertain exclusively to the Chamber of Deputies"
"Projeto Integrado de Proteção às Populações e Terras Indígenas da Amazônia Legal","","","","","",""
"Projeto Rondon","0","Q10354501","http://www.wikidata.org/entity/Q10354501","Projeto Rondon","Q155",""
"Projetos Industriais","","","","","",""
"Projetos Técnicos","","","","","",""
"Promoção da Cultura","","","","","",""
"Promoção da Cultura Afro-Brasileira","","","","","",""
"Promoção de Hábitos Saudáveis","","","","","",""
"Promoção Humana","","","","","",""
"Promoção Rural","","","","","",""
"Promoção Social","","","","","",""
"Promoção Social de Umuarama","","","","","",""
"Proposta de Emenda Constitucional","0","Q85512917","http://www.wikidata.org/entity/Q85512917","constitutional amendment bill","","bill proposing a change to the text of the written constitution of a nation or state"
"proposta Lopes-Bresser Pereira-Nakano","","","","","",""
"Proteção ao trabalhador no Brasil","","","","","",""
"Proteção da Ecologia","","","","","",""
"Proteção da Propriedade Industrial","","","","","",""
"Proteção das Florestas Tropicais do Brasil","","","","","",""
"Proteção de Crianças Ameaçadas de Morte","","","","","",""
"Proteção do Trabalhador Adolescente","","","","","",""
"Proteção e Integração das Populações Indígenas e outras Populações Tribais e Semitribais de Países Independentes","","","","","",""
"Proteção Social","","","","","",""
"Proteção Social Básica","","","","","",""
"ProUni","0","Q10354358","http://www.wikidata.org/entity/Q10354358","Programa Universidade para Todos","Q155","Scholarship grants given by the Brazilian government based on ENEM score"
"ProUni","1","Q97450406","http://www.wikidata.org/entity/Q97450406","ProUni: selecionados em primeira chamada têm até dia 23 para comprovar dados","",""
"ProUni","2","Q97451140","http://www.wikidata.org/entity/Q97451140","ProUni: estudantes capixabas ganham mais prazo para apresentar documentos","",""
"Prova Brasil","0","Q9639208","http://www.wikidata.org/entity/Q9639208","Prova Brasil","Q155",""
"Prova Brasil","1","Q19771945","http://www.wikidata.org/entity/Q19771945","Prova Brasil: para especialistas","","Wikinews article"
"Prova dos 9","0","Q1757155","http://www.wikidata.org/entity/Q1757155","Casting out nines","",""
"Publicidade de Utilidade Pública","","","","","",""
"Reconstrução de Prédios Escolares","","","","","",""
"Reconstrução do Departamento de Estradas de Rodagem","","","","","",""
"Reconstrução Nacional","","","","","",""
"Redesim","","","","","",""
"Regime de Previdência Complementar","","","","","",""
"Regimento Disciplinar do Exército","","","","","",""
"Regionalização do Turismo Roteiros do Brasil","","","","","",""
"Regulamentação das Medidas Provisórias","","","","","",""
"Regulamentação do Comércio de Armas","","","","","",""
"Relatório Abbink","","","","","",""
"Relatório Meira Matos","","","","","",""
"Renda Básica de Cidadania","0","Q678522","http://www.wikidata.org/entity/Q678522","universal basic income","","sociopolitical financial transfer proposal"
"Renda Básica Familiar","","","","","",""
"Renda Mensal Vitalícia","","","","","",""
"Resolução-TSE","","","","","",""
"Rodada do Uruguai","0","Q1136965","http://www.wikidata.org/entity/Q1136965","Uruguay Round","","1986-1994 series of free trade negotiations"
"Rodada Doha","0","Q844845","http://www.wikidata.org/entity/Q844845","Doha Development Round","","international trade negotiations"
"Rodada Doha","1","Q17941532","http://www.wikidata.org/entity/Q17941532","Rodada Doha deve ser principal tema de encontro entre Lula e Bush no Japão","","Wikinews article"
"Rodada Uruguai","0","Q1136965","http://www.wikidata.org/entity/Q1136965","Uruguay Round","","1986-1994 series of free trade negotiations"
"Rodada Uruguai de Negociações Comerciais","","","","","",""
"Seguro da Agricultura Familiar","","","","","",""
"Simples","0","Q10366538","http://www.wikidata.org/entity/Q10366538","SIMPLES","Q155",""
"Simples","1","Q21081276","http://www.wikidata.org/entity/Q21081276","Simples","","poem written by Auta de Souza"
"Simples","2","Q119855755","http://www.wikidata.org/entity/Q119855755","Simples","","composition by Aurélio Cavalcanti"
"Simplificação das Formalidades Aduaneiras","","","","","",""
"Simplificação do Registro e da Legalização de Empresas e Negócios","","","","","",""
"Sinaes","0","Q21333988","http://www.wikidata.org/entity/Q21333988","Sinaesalus","","genus of insects"
"Sinaes","1","Q7521650","http://www.wikidata.org/entity/Q7521650","Sinaeschnidia","","genus of insects"
"Sinaes","2","Q21327100","http://www.wikidata.org/entity/Q21327100","Sinaesalus tenuipes","","species of beetles"
"Sistema de Transmissão do Nordeste","","","","","",""
"Sistema Financeiro de Habitação","","","","","",""
"Sistema Integrado de Administração Financeira","0","Q10372064","http://www.wikidata.org/entity/Q10372064","SIAFI","Q155",""
"Sistema Nacional de Avaliação da Educação Superior","0","Q51882317","http://www.wikidata.org/entity/Q51882317","Sistema Nacional de Avaliação da Educação Superior","Q155",""
"Súmula Vinculante","0","Q10376649","http://www.wikidata.org/entity/Q10376649","Súmula vinculante","",""
"Tarifa Externa Comum","0","Q4820592","http://www.wikidata.org/entity/Q4820592","common external tariff","",""
"Tarifa Social de Energia Elétrica","","","","","",""
"Tarifas Cobradas","","","","","",""
"Tarifas de Energia Elétrica","","","","","",""
"Tratado de Não-Proliferação de Armas Nucleares","0","Q186444","http://www.wikidata.org/entity/Q186444","Treaty on the Non-Proliferation of Nuclear Weapons","Q237","international treaty"
"Tratado de Petrópolis","0","Q1122547","http://www.wikidata.org/entity/Q1122547","Treaty of Petrópolis","","1903 treaty between Bolivia and Brazil"
"Unificação Ortográfica da Língua Portuguesa","","","","","",""
